age,workclass,education,marital_status,occupation,race,sex,hours_per_week,capital_gain,capital_loss,native_country,income
71,Local-gov,Bachelors,Separated,Other-service,Asian-Pac-Islander,Female,27,318,3600,United-States,<=50K
63,Federal-gov,Masters,Married-spouse-absent,Sales,Other,Male,31,4650,993,Germany,>50K
28,State-gov,Some College,Married-spouse-absent,Prof-specialty,Black,Female,55,3340,965,Mexico,<=50K
66,Private,Doctorate,Married-spouse-absent,Sales,Other,Female,56,8329,1669,Philippines,>50K
40,Private,Doctorate,Divorced,Exec-managerial,Asian-Pac-Islander,Male,46,4452,1608,Canada,>50K
72,Local-gov,Some College,Separated,Other-service,Asian-Pac-Islander,Female,1,5652,128,Germany,<=50K
22,Local-gov,Masters,Never-married,Craft-repair,White,Male,76,5702,2174,United-States,<=50K
81,Self-emp-not-inc,Masters,Divorced,Sales,Amer-Indian-Eskimo,Male,64,7938,1300,Germany,>50K
52,Self-emp-inc,10th Grade,Never-married,Prof-specialty,Other,Male,75,6304,2437,Germany,>50K
86,Self-emp-not-inc,10th Grade,Separated,Other-service,White,Female,7,3828,4862,Canada,<=50K
71,Local-gov,Bachelors,Separated,Tech-support,Black,Male,44,2332,2865,Germany,>50K
20,State-gov,11th Grade,Widowed,Craft-repair,Asian-Pac-Islander,Female,41,1621,3698,Philippines,>50K
23,Local-gov,Doctorate,Married-spouse-absent,Other-service,White,Male,77,7997,2892,Mexico,>50K
73,Federal-gov,Some College,Separated,Tech-support,Other,Female,45,7507,2937,United-States,<=50K
19,Self-emp-not-inc,Bachelors,Widowed,Sales,Amer-Indian-Eskimo,Male,47,6440,4215,Germany,<=50K
55,Self-emp-inc,Bachelors,Married-spouse-absent,Sales,Asian-Pac-Islander,Female,98,7009,90,Mexico,>50K
73,Self-emp-not-inc,11th Grade,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Female,29,4477,209,Mexico,<=50K
22,Private,Bachelors,Widowed,Other-service,Other,Female,7,4792,4348,Philippines,<=50K
63,Private,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,97,904,3311,United-States,<=50K
28,Self-emp-not-inc,11th Grade,Widowed,Prof-specialty,Amer-Indian-Eskimo,Male,36,6493,3828,Germany,>50K
82,State-gov,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,37,9612,549,Mexico,>50K
27,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,Black,Female,76,7020,3939,Mexico,>50K
58,State-gov,Masters,Divorced,Exec-managerial,Asian-Pac-Islander,Male,2,1025,4083,Germany,>50K
61,Local-gov,11th Grade,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,3,4390,4047,Philippines,<=50K
50,State-gov,HS Graduate,Married-spouse-absent,Sales,Asian-Pac-Islander,Male,87,917,1100,Philippines,<=50K
73,Federal-gov,Some College,Divorced,Sales,Asian-Pac-Islander,Male,28,6636,1321,Philippines,<=50K
29,Private,Masters,Divorced,Exec-managerial,Black,Female,22,6291,297,Germany,>50K
19,Self-emp-inc,Doctorate,Divorced,Prof-specialty,Black,Female,12,9271,758,Canada,>50K
18,Federal-gov,HS Graduate,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,98,7504,206,Germany,>50K
82,State-gov,Bachelors,Separated,Craft-repair,Asian-Pac-Islander,Male,82,7956,399,Mexico,>50K
50,Self-emp-not-inc,Bachelors,Widowed,Exec-managerial,Other,Female,97,9061,4245,Germany,<=50K
53,Private,HS Graduate,Married-spouse-absent,Prof-specialty,Other,Male,37,163,2288,Germany,<=50K
38,Self-emp-not-inc,HS Graduate,Widowed,Craft-repair,Other,Male,19,9851,4444,Canada,>50K
53,Private,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,36,4601,2746,Canada,<=50K
43,Self-emp-inc,Masters,Never-married,Craft-repair,Other,Male,41,5121,1678,United-States,>50K
64,Federal-gov,HS Graduate,Separated,Tech-support,White,Female,88,8409,1995,Germany,<=50K
18,Self-emp-inc,10th Grade,Married-civ-spouse,Tech-support,Black,Female,33,231,3742,Philippines,<=50K
55,Self-emp-inc,Masters,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Female,89,4539,3700,United-States,>50K
31,Federal-gov,10th Grade,Never-married,Exec-managerial,Asian-Pac-Islander,Female,2,5545,1579,Germany,>50K
63,State-gov,Some College,Married-spouse-absent,Tech-support,Black,Female,6,8284,1263,Canada,>50K
59,Federal-gov,Masters,Married-spouse-absent,Other-service,Black,Female,1,3323,2481,Germany,>50K
24,State-gov,Doctorate,Never-married,Tech-support,Amer-Indian-Eskimo,Female,21,165,2045,United-States,>50K
72,Self-emp-inc,Masters,Married-spouse-absent,Sales,Amer-Indian-Eskimo,Female,53,4274,3629,Philippines,<=50K
73,Self-emp-not-inc,Masters,Divorced,Prof-specialty,White,Female,82,9868,2257,Philippines,<=50K
80,Federal-gov,Some College,Married-spouse-absent,Tech-support,White,Male,77,8029,497,Germany,>50K
41,Self-emp-inc,11th Grade,Married-spouse-absent,Craft-repair,White,Male,13,9854,1525,United-States,>50K
21,Self-emp-inc,HS Graduate,Never-married,Sales,Amer-Indian-Eskimo,Female,19,8410,4360,United-States,>50K
59,Self-emp-inc,Bachelors,Married-spouse-absent,Sales,Other,Female,34,9195,2946,Philippines,>50K
87,Self-emp-not-inc,Bachelors,Widowed,Tech-support,Asian-Pac-Islander,Male,15,4538,1468,Mexico,<=50K
45,Local-gov,HS Graduate,Divorced,Prof-specialty,Black,Female,6,9433,2340,Canada,>50K
57,Local-gov,Bachelors,Separated,Craft-repair,White,Male,86,9169,4741,Philippines,>50K
68,Federal-gov,10th Grade,Separated,Sales,Other,Female,55,161,2560,Mexico,<=50K
46,Local-gov,Doctorate,Separated,Sales,Other,Female,67,8097,4699,Germany,>50K
59,Private,10th Grade,Divorced,Other-service,Amer-Indian-Eskimo,Male,58,520,781,Mexico,>50K
86,State-gov,11th Grade,Never-married,Exec-managerial,Black,Female,34,4466,3259,Germany,<=50K
22,Federal-gov,11th Grade,Never-married,Craft-repair,Other,Male,38,790,1002,Philippines,>50K
58,Federal-gov,HS Graduate,Widowed,Tech-support,Asian-Pac-Islander,Male,95,9132,3035,Canada,>50K
78,Self-emp-inc,Some College,Divorced,Sales,White,Male,46,5270,4242,Germany,>50K
72,State-gov,Masters,Divorced,Sales,White,Female,60,5515,2898,Mexico,>50K
45,Private,11th Grade,Widowed,Exec-managerial,Amer-Indian-Eskimo,Male,23,7974,3987,Mexico,<=50K
58,Local-gov,11th Grade,Never-married,Prof-specialty,Other,Female,54,4128,1040,Mexico,>50K
26,Federal-gov,Doctorate,Never-married,Tech-support,Asian-Pac-Islander,Male,1,5843,3606,Germany,<=50K
46,State-gov,11th Grade,Married-civ-spouse,Other-service,Other,Male,3,6101,4843,Germany,<=50K
55,Private,Some College,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,47,7714,3585,Canada,>50K
79,Self-emp-not-inc,Masters,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Female,6,9114,713,Philippines,<=50K
71,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,92,2478,3031,Germany,<=50K
69,Self-emp-inc,10th Grade,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,6,2698,3012,Germany,>50K
51,Private,10th Grade,Married-spouse-absent,Prof-specialty,White,Female,26,1783,2078,United-States,>50K
54,Federal-gov,Some College,Never-married,Exec-managerial,Black,Female,89,6146,2487,Philippines,<=50K
66,Self-emp-not-inc,10th Grade,Separated,Sales,White,Female,73,8364,3150,Mexico,>50K
59,State-gov,Masters,Divorced,Sales,Amer-Indian-Eskimo,Male,15,2730,3785,Canada,<=50K
31,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,97,3455,3733,United-States,>50K
50,State-gov,Masters,Separated,Sales,Amer-Indian-Eskimo,Male,98,5526,2803,Canada,>50K
34,Local-gov,Some College,Married-civ-spouse,Tech-support,Other,Male,22,971,2666,Mexico,>50K
49,Local-gov,10th Grade,Widowed,Tech-support,White,Female,17,8971,2972,United-States,<=50K
85,Private,Some College,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,7,6166,3692,Canada,<=50K
56,Local-gov,Masters,Widowed,Other-service,Black,Male,81,2303,2449,Canada,>50K
27,Private,Masters,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Female,6,4882,4214,United-States,>50K
41,Federal-gov,Masters,Divorced,Sales,Asian-Pac-Islander,Female,79,1864,1677,Philippines,>50K
75,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Other,Male,5,5027,2527,Mexico,>50K
86,Federal-gov,Masters,Widowed,Tech-support,Asian-Pac-Islander,Female,59,2158,1950,Mexico,<=50K
81,Local-gov,Some College,Divorced,Tech-support,Black,Male,69,2620,2020,Germany,<=50K
36,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Black,Male,25,9595,995,Mexico,>50K
25,Self-emp-inc,Bachelors,Married-spouse-absent,Prof-specialty,Other,Female,19,6333,4186,Philippines,<=50K
88,Self-emp-not-inc,HS Graduate,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Female,95,4069,640,Mexico,>50K
57,State-gov,HS Graduate,Married-spouse-absent,Prof-specialty,White,Female,2,3900,4854,United-States,<=50K
30,Federal-gov,Masters,Never-married,Tech-support,White,Male,22,1041,2330,United-States,<=50K
44,Local-gov,11th Grade,Separated,Exec-managerial,Amer-Indian-Eskimo,Male,8,6970,3837,Canada,<=50K
19,Self-emp-not-inc,10th Grade,Separated,Prof-specialty,Amer-Indian-Eskimo,Female,29,8496,3985,Philippines,<=50K
33,Federal-gov,Bachelors,Divorced,Craft-repair,Asian-Pac-Islander,Female,77,2623,3071,United-States,>50K
31,Federal-gov,11th Grade,Widowed,Tech-support,Black,Male,8,1774,3311,Germany,<=50K
34,State-gov,Some College,Separated,Sales,Amer-Indian-Eskimo,Male,53,9574,2605,Philippines,>50K
77,Self-emp-not-inc,10th Grade,Widowed,Sales,Amer-Indian-Eskimo,Male,59,4211,369,Canada,<=50K
87,Self-emp-not-inc,Doctorate,Widowed,Craft-repair,White,Female,75,3859,2006,United-States,>50K
34,Local-gov,11th Grade,Separated,Craft-repair,Amer-Indian-Eskimo,Male,25,9976,4731,Canada,<=50K
62,Self-emp-not-inc,Doctorate,Separated,Prof-specialty,White,Male,82,7933,2762,Canada,>50K
55,Self-emp-not-inc,Doctorate,Widowed,Craft-repair,White,Female,17,1637,4601,Philippines,<=50K
81,Local-gov,Some College,Widowed,Craft-repair,White,Female,34,4293,1084,Germany,<=50K
23,Federal-gov,Some College,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,52,8560,3712,Germany,>50K
77,State-gov,11th Grade,Married-civ-spouse,Prof-specialty,White,Female,79,7680,1464,Mexico,>50K
66,Self-emp-not-inc,11th Grade,Widowed,Tech-support,White,Female,64,2096,188,Philippines,>50K
38,State-gov,Bachelors,Separated,Exec-managerial,Asian-Pac-Islander,Male,86,6410,2166,United-States,<=50K
40,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,45,1596,2833,United-States,<=50K
74,Private,11th Grade,Widowed,Exec-managerial,White,Female,98,1946,885,Mexico,>50K
81,State-gov,Some College,Married-spouse-absent,Tech-support,White,Female,81,8414,3994,Canada,<=50K
46,Self-emp-not-inc,Doctorate,Widowed,Exec-managerial,White,Female,73,5176,2986,Canada,<=50K
44,State-gov,Masters,Divorced,Craft-repair,Asian-Pac-Islander,Male,67,6814,2927,Philippines,<=50K
23,Self-emp-not-inc,Masters,Divorced,Other-service,White,Female,11,3549,3496,Philippines,>50K
38,Private,Masters,Widowed,Sales,Other,Female,82,4860,3920,United-States,>50K
88,Self-emp-inc,Doctorate,Widowed,Craft-repair,White,Female,63,190,573,Canada,>50K
58,State-gov,Doctorate,Widowed,Prof-specialty,White,Male,28,1745,3844,Canada,<=50K
22,Federal-gov,11th Grade,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Female,64,9087,2710,Mexico,<=50K
32,Self-emp-inc,11th Grade,Never-married,Tech-support,Amer-Indian-Eskimo,Male,61,4207,4783,Germany,<=50K
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,79,4299,1994,Mexico,<=50K
75,State-gov,Some College,Widowed,Other-service,Black,Male,14,2365,2637,Germany,<=50K
21,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Male,29,3205,3112,Germany,>50K
86,Federal-gov,Bachelors,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,34,7794,4642,Canada,<=50K
24,Self-emp-inc,Some College,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,28,6210,4231,Philippines,<=50K
52,Self-emp-inc,HS Graduate,Never-married,Exec-managerial,Amer-Indian-Eskimo,Female,62,4093,2313,United-States,<=50K
53,Federal-gov,10th Grade,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Male,76,609,327,Canada,<=50K
32,Self-emp-inc,Masters,Widowed,Sales,Amer-Indian-Eskimo,Female,2,1159,4270,United-States,<=50K
19,Private,Doctorate,Separated,Prof-specialty,Black,Female,13,8109,1103,Canada,<=50K
74,Federal-gov,HS Graduate,Separated,Sales,White,Female,38,8814,4115,Philippines,<=50K
22,Private,Masters,Separated,Craft-repair,Black,Female,53,6580,291,Canada,>50K
88,Federal-gov,Doctorate,Divorced,Tech-support,Black,Male,60,2204,3906,Philippines,<=50K
49,Private,HS Graduate,Separated,Other-service,Other,Male,57,9432,2891,Canada,<=50K
89,Self-emp-not-inc,10th Grade,Widowed,Other-service,Other,Male,2,523,1203,Philippines,>50K
58,Self-emp-not-inc,Doctorate,Widowed,Craft-repair,Asian-Pac-Islander,Female,44,9108,15,Mexico,<=50K
59,Self-emp-inc,Bachelors,Divorced,Other-service,White,Female,11,8264,2438,United-States,<=50K
82,Federal-gov,HS Graduate,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Male,4,2107,2337,United-States,<=50K
57,State-gov,Masters,Widowed,Tech-support,Amer-Indian-Eskimo,Male,2,1117,1496,Canada,>50K
55,Federal-gov,Masters,Married-spouse-absent,Other-service,Asian-Pac-Islander,Female,90,4700,3632,Philippines,<=50K
59,Private,Masters,Widowed,Tech-support,Amer-Indian-Eskimo,Female,91,8720,3824,Philippines,<=50K
54,State-gov,10th Grade,Divorced,Craft-repair,Asian-Pac-Islander,Female,90,7165,1332,Philippines,>50K
73,Self-emp-inc,HS Graduate,Married-spouse-absent,Prof-specialty,White,Female,21,583,4251,Germany,>50K
88,Self-emp-inc,Masters,Married-spouse-absent,Other-service,Amer-Indian-Eskimo,Male,30,9480,3948,United-States,<=50K
72,State-gov,11th Grade,Married-spouse-absent,Tech-support,Black,Female,82,9056,2972,Germany,<=50K
71,Federal-gov,Some College,Divorced,Exec-managerial,Asian-Pac-Islander,Female,95,5370,4609,Mexico,<=50K
39,Self-emp-not-inc,Bachelors,Divorced,Other-service,Amer-Indian-Eskimo,Male,76,5189,2774,Germany,<=50K
44,Federal-gov,Bachelors,Widowed,Prof-specialty,White,Female,29,7193,372,Philippines,<=50K
64,State-gov,Doctorate,Divorced,Sales,Black,Male,8,8612,1637,Philippines,<=50K
55,Federal-gov,10th Grade,Married-spouse-absent,Other-service,Asian-Pac-Islander,Male,67,1334,1006,Philippines,<=50K
56,Local-gov,Doctorate,Never-married,Other-service,Other,Male,19,533,4732,Canada,<=50K
32,Private,Doctorate,Married-civ-spouse,Exec-managerial,Other,Male,36,1799,2142,Philippines,<=50K
83,Private,Bachelors,Divorced,Other-service,Other,Female,42,7647,2904,Philippines,>50K
78,Local-gov,HS Graduate,Married-spouse-absent,Prof-specialty,Black,Female,71,4167,3962,United-States,<=50K
77,Self-emp-inc,HS Graduate,Divorced,Other-service,Amer-Indian-Eskimo,Female,70,8430,852,Germany,>50K
25,State-gov,11th Grade,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,15,1715,3467,Canada,>50K
61,Private,10th Grade,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Female,64,1604,4622,Philippines,<=50K
60,Self-emp-inc,10th Grade,Married-spouse-absent,Tech-support,White,Female,43,3681,2457,Philippines,<=50K
23,Self-emp-not-inc,10th Grade,Divorced,Sales,Asian-Pac-Islander,Female,44,4313,1113,Germany,>50K
44,Self-emp-inc,11th Grade,Married-civ-spouse,Other-service,White,Female,89,7346,1685,United-States,<=50K
62,Private,10th Grade,Widowed,Craft-repair,Black,Male,92,3096,2931,United-States,<=50K
40,State-gov,Masters,Separated,Tech-support,White,Male,32,3383,2999,Philippines,<=50K
30,State-gov,11th Grade,Never-married,Exec-managerial,Asian-Pac-Islander,Female,65,259,3230,Philippines,>50K
85,Self-emp-inc,Doctorate,Widowed,Prof-specialty,Amer-Indian-Eskimo,Female,90,1355,53,Germany,<=50K
81,Self-emp-not-inc,Masters,Divorced,Sales,Black,Male,37,4592,2217,Germany,>50K
42,Local-gov,HS Graduate,Married-spouse-absent,Exec-managerial,Black,Female,51,7184,1993,United-States,<=50K
69,Private,Doctorate,Widowed,Tech-support,Other,Female,87,8573,1119,Mexico,<=50K
65,State-gov,Some College,Married-spouse-absent,Exec-managerial,Black,Female,19,5825,1326,United-States,<=50K
78,Self-emp-not-inc,10th Grade,Never-married,Other-service,White,Female,27,9130,3918,United-States,<=50K
34,Federal-gov,11th Grade,Widowed,Exec-managerial,Black,Female,74,2163,4946,Canada,<=50K
57,Local-gov,HS Graduate,Widowed,Craft-repair,Black,Female,38,8715,2338,Canada,<=50K
86,Local-gov,Masters,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Female,46,6800,1950,United-States,>50K
43,Private,11th Grade,Divorced,Prof-specialty,Amer-Indian-Eskimo,Male,42,45,3938,Philippines,>50K
73,Self-emp-not-inc,Some College,Married-spouse-absent,Exec-managerial,Black,Female,48,7827,2500,Germany,>50K
57,State-gov,Some College,Married-civ-spouse,Sales,Black,Male,8,8710,4630,Philippines,<=50K
85,State-gov,11th Grade,Married-spouse-absent,Craft-repair,White,Male,58,3587,4,Philippines,<=50K
25,Federal-gov,HS Graduate,Separated,Exec-managerial,White,Male,75,8010,3236,Mexico,>50K
62,State-gov,11th Grade,Widowed,Other-service,Other,Female,75,4652,4607,Mexico,>50K
34,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,39,6072,1356,Germany,<=50K
58,State-gov,11th Grade,Married-spouse-absent,Craft-repair,Black,Male,60,4436,1722,Canada,<=50K
26,Self-emp-inc,10th Grade,Separated,Craft-repair,White,Female,78,2455,4855,Mexico,>50K
87,State-gov,Some College,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,95,2426,4563,Germany,<=50K
41,Private,Masters,Never-married,Exec-managerial,Asian-Pac-Islander,Male,29,4662,4925,Germany,>50K
28,Self-emp-inc,Bachelors,Widowed,Exec-managerial,Asian-Pac-Islander,Female,72,6526,4689,Germany,<=50K
52,State-gov,11th Grade,Separated,Exec-managerial,Other,Male,82,4990,2350,Mexico,<=50K
46,State-gov,Masters,Never-married,Sales,Other,Male,80,1553,3885,Mexico,>50K
25,State-gov,Some College,Divorced,Craft-repair,Other,Female,84,772,2526,United-States,<=50K
34,Self-emp-inc,Doctorate,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,12,1783,4748,Canada,>50K
88,State-gov,Doctorate,Widowed,Other-service,Amer-Indian-Eskimo,Female,77,223,2021,Mexico,<=50K
29,Local-gov,11th Grade,Married-spouse-absent,Tech-support,Black,Female,95,1779,2496,Philippines,<=50K
67,State-gov,HS Graduate,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Female,52,4072,932,Germany,>50K
41,Local-gov,Some College,Never-married,Tech-support,Black,Female,30,1242,3930,United-States,>50K
54,Self-emp-inc,HS Graduate,Married-spouse-absent,Tech-support,White,Male,18,4068,3813,Germany,>50K
28,State-gov,11th Grade,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,30,9173,3389,United-States,<=50K
76,Self-emp-not-inc,HS Graduate,Divorced,Prof-specialty,Asian-Pac-Islander,Female,30,3279,1139,United-States,>50K
72,Private,10th Grade,Married-spouse-absent,Sales,Other,Female,34,4996,2259,United-States,>50K
44,State-gov,Bachelors,Widowed,Exec-managerial,Asian-Pac-Islander,Male,58,2189,4770,United-States,>50K
84,Private,HS Graduate,Widowed,Exec-managerial,White,Female,76,4184,2452,Germany,>50K
77,Self-emp-not-inc,11th Grade,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,48,4150,24,United-States,>50K
19,Self-emp-inc,11th Grade,Widowed,Exec-managerial,White,Male,16,804,1155,United-States,<=50K
85,Private,10th Grade,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,59,1249,4564,United-States,>50K
35,State-gov,Doctorate,Separated,Exec-managerial,Other,Female,50,12,954,United-States,>50K
37,Local-gov,HS Graduate,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Female,25,1715,3824,Germany,<=50K
80,Federal-gov,Bachelors,Divorced,Tech-support,Amer-Indian-Eskimo,Male,53,3935,2327,Mexico,>50K
89,Local-gov,Doctorate,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,24,4299,2676,Germany,>50K
19,Self-emp-not-inc,11th Grade,Widowed,Craft-repair,Other,Male,83,6687,4460,Philippines,>50K
59,Federal-gov,Bachelors,Divorced,Other-service,Asian-Pac-Islander,Male,85,2853,1824,United-States,>50K
45,Private,11th Grade,Divorced,Exec-managerial,Asian-Pac-Islander,Male,95,8389,1581,Philippines,<=50K
46,State-gov,Some College,Widowed,Other-service,Asian-Pac-Islander,Female,41,5492,4118,United-States,<=50K
86,Private,10th Grade,Separated,Other-service,Black,Male,93,9420,2891,Philippines,>50K
45,Federal-gov,Some College,Married-civ-spouse,Exec-managerial,Black,Male,94,3572,1486,Germany,<=50K
77,Private,10th Grade,Divorced,Tech-support,Black,Female,24,9492,3944,United-States,>50K
22,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Female,38,6473,1929,United-States,>50K
